Score,Sentiment,Summary,Text,clean_text
5,Positive,Quick and easy,"For the record, I am (cut and paste) the same info for a few of these canned goods cause it's all good and I am a single male that can cook really great meals but have not time to do so, so I don't.  Open the can, dump in a bowl, nuke it, eat it, clean the bowl, end of day.",record cut paste info canned good cause good single male cook really great meal time dont open dump bowl nuke eat clean bowl end day
5,Positive,Best nut bar out there,"Love the bar. Very ""nutty"" and not too sweet.  I eat them either before or after my workout.  It's a bit pricy but it is totally worth it.",love bar nutty sweet eat either workout bit pricy totally worth
1,Negative,bal,"Bahlsen Butter Cookies,4.4-Ounce Boxes (Pack of 12)<br />Very Disappointed with your service and deceptive listing of the product ingredients. i am allergic eggs and as per your listing, there is NO mention of eggs and when i received the product, on the box the cookies one of the ingredient is EGG.<br />Also i emailed not send me any cookie with EGGS",bahlsen butter cookiesounce box pack disappointed service deceptive listing product ingredient allergic egg per listing mention egg received product box cooky one ingredient eggalso emailed send cookie egg
1,Negative,Teisseire Framboise Raspberry Syrup,"I was very disappointed with this product.  It is mostly sugar syrup with some raspberry flavoring (15%).  The raspberry taste is very weak, being overwhelmed by the lemon and other berry flavor.  Another brand that I ended up purchasing as a replacement was far better, but I admit it cost a lot more. I wish the ingredients had been viewable before receiving it (at least I couldn't find a link to see what the ingredients were). Perhaps the bottle that I got was too old, though the date on it says 02/2011.",disappointed product mostly sugar syrup raspberry flavoring raspberry taste weak overwhelmed lemon berry flavor another brand ended purchasing replacement far better admit cost lot wish ingredient viewable receiving least couldnt find link see ingredient perhaps bottle got old though date say
5,Positive,We All Love These,My whole family (including two kids ages 7 and 5) love these bars. They are not too sweet (which is nice for a change) yet very tasty.,whole family including two kid age love bar sweet nice change yet tasty
3,Neutral,Turkey and Chicken Formula smells like fish,"Unless you read the fine print, you won't know that ""Turkey & Chicken Formula"" actually contains turkey, chicken AND whitefish.  Upon opening a can, you immediately get a hint of something fishy--perhaps this is why others have reported the food as ""contaminated"".  After just a single 5.5 oz can, my dog had a serious case of fish breath and by the next day was occasionally passing fishy-smelling gas.  Don't get me wrong---my dog loved this food, and I have read enough reviews to be satisfied that it's very good quality.  I have no doubt he would love to gobble down more of this (and I've got another 23 cans to get through), but I don't think my family will appreciate more of the fishy smell.",unless read fine print wont know turkey chicken formula actually contains turkey chicken whitefish upon opening immediately get hint something fishyperhaps others reported food contaminated single oz dog serious case fish breath next day occasionally passing fishysmelling gas dont get wrongmy dog loved food read enough review satisfied good quality doubt would love gobble ive got another can get dont think family appreciate fishy smell
5,Positive,The BEST coconut water,"This is my favorite coconut water, and I think I've tried almost all of them at this point (fresh is always best, but that's expensive and hard to come by). I first found Taste Nirvana in California, in the smaller glass bottles, and loved it, but couldn't find it after returning to MD. Then I found them on Facebook and subsequently on Amazon, and I have been subscribed to 2 cases per month ever since (and am upping to 3 cases). The glass one may or may not taste better, but this is a larger container and is far cheaper. Now the stores near me carry this brand, but it's still cheaper to get on Amazon, and the plain, no-pulp cans are still not available near me.",favorite coconut water think ive tried almost point fresh always best thats expensive hard come first found taste nirvana california smaller glass bottle loved couldnt find returning md found facebook subsequently amazon subscribed case per month ever since upping case glass one may may taste better larger container far cheaper store near carry brand still cheaper get amazon plain nopulp can still available near
5,Positive,Best price I've been able to find,"Starbuck's VIA is a known quantity (well, for me, anyway, and probably for you as well) -- without question the best instant coffee product you'll find.  But it's very difficult to find anyone who'll sell at a significant discount off the roughly $0.85 per cup Starbucks charges in their retail shops.  I like to keep a good supply around, and typically go through on average about a cup a day.  So far this has been the best volume deal I've been able to find, with 50 packet quantities at around $30 or so coming to about $0.60/cup.  Still not cheap compared to run-of-the-mill Nescafe, but if you go through this stuff like I do, it's a good savings over typical retail.<br /><br />I didn't check the expiration dates on the boxes I received, but I've now been through two orders and noticed no quality problems of any kind with the product.  My only beef is that I really wish Amazon would put this product on their subscription plan . . . .",starbucks via known quantity well anyway probably well without question best instant coffee product youll find difficult find anyone wholl sell significant discount roughly per cup starbucks charge retail shop like keep good supply around typically go average cup day far best volume deal ive able find packet quantity around coming cup still cheap compared runofthemill nescafe go stuff like good saving typical retaili didnt check expiration date box received ive two order noticed quality problem kind product beef really wish amazon would put product subscription plan
3,Neutral,This is made primarily with corn flour.,"This product is okay tasting, not great, but okay. If you are on a gluten free diet, it works, but I wouldn't purchase again, it's just too corny tasting and a tad granular. It should be labeled 'Corn pasta with Quinoa' and not Quinoa pasta.",product okay tasting great okay gluten free diet work wouldnt purchase corny tasting tad granular labeled corn pasta quinoa quinoa pasta
5,Positive,Dycee's Mom,"I don't know much from a personal point of view, but Dycee say's they're necessary. She loves them and wouldn't be a very happy pooch without them. If you have a dog, you probably know what I mean. This is one of her MUST HAVES.",dont know much personal point view dycee say theyre necessary love wouldnt happy pooch without dog probably know mean one must have
4,Positive,Lots of beans for a low price,"I was initially nervous about this purchase.  24 cans at such a low price?  However, the beans are good quality. I would buy from Roland again.  My only complaint about canned goods from Amazons is that they usually arrive rather dented.  Wish they'd do more about their packaging.",initially nervous purchase can low price however bean good quality would buy roland complaint canned good amazon usually arrive rather dented wish theyd packaging
5,Positive,Acai Berry Juice,"This product is good, but expensive. I would like to see it on sale once in a while.<br />Good quality, would recommend.",product good expensive would like see sale whilegood quality would recommend
5,Positive,Excellent!,"This is the only chocolate that I can eat that is yummy and does not cause a reaction,,,I am allergic to milk and derivitives...many chocolates have milk as an ingredient.",chocolate eat yummy cause reactioni allergic milk derivitivesmany chocolate milk ingredient
5,Positive,van houtte choclate rasberry k cups,I purchased a sample pack at christmas time and it was excellent.  This coffee is full of flavor and as a added bonus you can smell the rasberry while it is brewing.,purchased sample pack christmas time excellent coffee full flavor added bonus smell rasberry brewing
5,Positive,liquor filled chocolates,I bought this as a gift.  He liked it very much.<br />It came in good condition and good time.<br />I rate it AAAA++++,bought gift liked muchit came good condition good timei rate aaaa
5,Positive,great product alpine  sugar free apple cider mix,great product  . taste great  with s ahot of brandy on these winer evenings<br />great value  .. shared some with a friend ..,great product taste great ahot brandy winer eveningsgreat value shared friend
5,Positive,AMAZING!!!,"This cereal is amazing!  It tastes wonderful and keeps me full for quite a while.  I was never eating breakfast in the morning until I tried this and now I cannot wait to have it in the AM.  And the best part is that it keeps me full for hours.  I get it at Costco however because it is more convenient and better priced.  I don't know where others are located, but where I live, I am able to get this at Costco.  If they ever stop selling it there, I would still fork out the money for it online.  It is THAT good:)",cereal amazing taste wonderful keep full quite never eating breakfast morning tried cannot wait best part keep full hour get costco however convenient better priced dont know others located live able get costco ever stop selling would still fork money online good
4,Positive,Makes ground turkey taste like real meatloaf,"Like many people, I'm eating a lot more ground lean turkey these days and less ground beef.  A package of this seasoning mixed with a 20 oz. package of ground turkey and ketchup instead of milk makes a pretty tasty meatloaf.  This seasoning is usually quite expensive at the grocery store, so I was pleased to find it at Amazon for a much more reasonable price.  The box that I got had an expiration date of about 18 months out -- plenty of time to use it up before it gets stale.",like many people im eating lot ground lean turkey day less ground beef package seasoning mixed oz package ground turkey ketchup instead milk make pretty tasty meatloaf seasoning usually quite expensive grocery store pleased find amazon much reasonable price box got expiration date month plenty time use get stale
5,Positive,This is The Best Tomato Juice,I always get this juice when I'm on an airplane.  It's so much better than other juice and like the previous reviewer cannot find it ANYWHERE!  It doesn't even show up on the Mott's website.  Very strange.,always get juice im airplane much better juice like previous reviewer cannot find anywhere doesnt even show mott website strange
5,Positive,good product,a solid bag. It perform well in the kitchen. I bought another type of bag in the past but this one seems stronger.,solid bag perform well kitchen bought another type bag past one seems stronger
5,Positive,delicious coffee!,"I found this coffee to be very tasty!  We have a traditional coffee pot so I used a few packs per pot, and that worked perfectly.  Don't miss an opportunity to try this coffee- you'll love its smooth mellow flavor-very good!",found coffee tasty traditional coffee pot used pack per pot worked perfectly dont miss opportunity try coffee youll love smooth mellow flavorvery good
4,Positive,"Good, but stir thoroughly, and even then ymmv","This line of products from Dr. McDougall's, is a reasonable solution to those looking for a semi-quick and easy snack or small vegetarian meal. The ingredient list was something that I was fine with, as well as the (relatively) lower amount of sodium. While the other products in this line are good to go after about 5 minutes, the white bean and pasta soup requires 8 minutes, according to the directions. Even then, I notice ""crunching"" of somewhat dry pasta when eating it. Thoroughly stirring the product helps to a cetain extent, but even so it still happens.<br /><br />Also, the lids are glued on TIGHT. Very difficult to remove the paper lid without ripping it. This also wouldn't be an issue, except the directions say to cover the lid with the spoon while the soup is sitting. So have a suitable substitute cover for it.<br /><br />Otherwise the taste is fine, and it does make my lunch meals easier.",line product dr mcdougalls reasonable solution looking semiquick easy snack small vegetarian meal ingredient list something fine well relatively lower amount sodium product line good go minute white bean pasta soup requires minute according direction even notice crunching somewhat dry pasta eating thoroughly stirring product help cetain extent even still happensalso lid glued tight difficult remove paper lid without ripping also wouldnt issue except direction say cover lid spoon soup sitting suitable substitute cover itotherwise taste fine make lunch meal easier
5,Positive,cameron's organic coffee,"I ordered and tried this brand of coffee for the first time today.  It's pretty good.  Nice rich flavor. I don't like weak coffee - ""stump water"" as Mama used to say.  I like it as well, or better than, Starbucks.  I only had one cup this morning, so if I detect any off flavors or unnecessary bitterness, I will update my review.",ordered tried brand coffee first time today pretty good nice rich flavor dont like weak coffee stump water mama used say like well better starbucks one cup morning detect flavor unnecessary bitterness update review
5,Positive,My dog loves them,"This is my dogs favorite treat.  Little does he know that there is medicine hidden in them.  Whenever I start putting the pill in the ""pocket"", he gets really excited.  Alot more so than his other treats.",dog favorite treat little know medicine hidden whenever start putting pill pocket get really excited alot treat
5,Positive,Great Snack!,"First tasted these at the Ritz Carlton Resort at Lake Oconee and was blown away with the flavor.  A hot snack for parties, bar or all occasion for those that like hot foods.",first tasted ritz carlton resort lake oconee blown away flavor hot snack party bar occasion like hot food
5,Positive,Great for drinks and cooking,My kids are picky hot coca drinkers and they love this stuff. It also makes great deserts. We used to buy Van Houten in Europe but this is a great substitute and organic!,kid picky hot coca drinker love stuff also make great desert used buy van houten europe great substitute organic
1,Negative,Horrible,"This product was the worst - it was so stale, even the dog didn't eat it (and she eats everything). It had such a stale taste to it I thought for sure the product was years old but there was no expiration date on it. None the less - it went in the garbage.",product worst stale even dog didnt eat eats everything stale taste thought sure product year old expiration date none less went garbage
5,Positive,"Great stuff, goes a long way...","I love this stuff! It's healthy, hearty and goes the distance. One cup dry is enough for four sides for four adults. High in protein, fiber and carbohydrates. It's excellent for individuals on a a healthy eating plan including vegans and vegetarians. If you can run a boil either on a stove or a camp fire, this is EXCELLENT for backpacking. It's SUPER light weight and is filling. WIll need some salt and pepper for most eaters. I took some on a four day stent and it was excellent! A great way to reenergize. Again, waiting for the boil out (cooks like rice - until the water is completely absorbed) can kill a stove tank rather quickly, so if you have access to a fire and can sustain heat without issue, it's an AWESOME choice. For weight it's tough to beat. Oatmeal is always trusty as well. If you haven't tried quinoa, I recommend picking up a back locally before grabbing 6 14 oz bags here! But, this brand is great and much more cost effective than local purchasing.",love stuff healthy hearty go distance one cup dry enough four side four adult high protein fiber carbohydrate excellent individual healthy eating plan including vegan vegetarian run boil either stove camp fire excellent backpacking super light weight filling need salt pepper eater took four day stent excellent great way reenergize waiting boil cook like rice water completely absorbed kill stove tank rather quickly access fire sustain heat without issue awesome choice weight tough beat oatmeal always trusty well havent tried quinoa recommend picking back locally grabbing oz bag brand great much cost effective local purchasing
4,Positive,Our dog is crazy about these,"Our dog, a 10 year old bichon frise, goes wild when he sees these coming, so the flavor must be pretty great; he is not a huge fan of dry dog treats usually.  After his recent difficulties with a teeth cleaning at the vet, I resolved not to have him go through that again, so it is a good thing to have the extra dental shield ingredient that protects teeth from tartar build up. There are also a lot of vitamins in the biscuits. The recommended feeding is 2 biscuits twice a day, which I think is way too much. This would be too filling and cause the dog to not eat enough of its dog food. If 4 biscuits per day are needed in order for the dental benefits to be realized, that is not good. Overall, I would use these biscuits several times a week to possibly give the dental benefits, but not as often as recommended.  :)",dog year old bichon frise go wild see coming flavor must pretty great huge fan dry dog treat usually recent difficulty teeth cleaning vet resolved go good thing extra dental shield ingredient protects teeth tartar build also lot vitamin biscuit recommended feeding biscuit twice day think way much would filling cause dog eat enough dog food biscuit per day needed order dental benefit realized good overall would use biscuit several time week possibly give dental benefit often recommended
2,Negative,Strongest k-cup I have tried,"This coffee is so strong, I found it bitter.  I even tried diluting it by brewing larger sizes, but I still found it bitter. If you are tempted to try it, I would advise purchasing a sample pack first.",coffee strong found bitter even tried diluting brewing larger size still found bitter tempted try would advise purchasing sample pack first
5,Positive,dogs loves this food,Both of my dogs love this food and from the research I've done this is one of the higher rated foods out there.,dog love food research ive done one higher rated food
4,Positive,Not Too Bad,I wouldn't have these every day but I found them to have plenty of flavour and kind of fun to cook.,wouldnt every day found plenty flavour kind fun cook
5,Positive,good tasty treat,"My 11 month old daughter loves these. Not only is the taste great, the texture is really soothing to her gums. She does prefer the Garden Tomato flavor over this one, but she'd rather have these than other teething biscuits. Would definitely recommend both flavors.",month old daughter love taste great texture really soothing gum prefer garden tomato flavor one shed rather teething biscuit would definitely recommend flavor
1,Negative,Completely useless,I placed 6 of these traps in areas that frequently have moths. They are definately clothes moths. We have found larvae in our closet and in other areas of our house. The moths ignore the traps. I have seen many moths on the wall or ceiling within 1 foot of the trap. Not a single moth has entered a trap in two weeks. DO NOT WASTE YOUR MONEY!,placed trap area frequently moth definately clothes moth found larva closet area house moth ignore trap seen many moth wall ceiling within foot trap single moth entered trap two week waste money
3,Neutral,Busy Buddy Tug-A-Jug,"Pretty cool idea.  Lab loved it for a while...then it broke when it got tossed onto the driveway - bye, bye, toy!",pretty cool idea lab loved whilethen broke got tossed onto driveway bye bye toy
5,Positive,Twice the price but convenient for travel and back-up,"The price on Amazon for these ready to use cans (16 8-ounce cans) fluctuates from 25 to 29 cents per ounce, which is a little more than double what you would pay for the most economical container of powder Enfamil formula (approximately 11 to 13 cents per reconstituted ounce).  Sometimes the convenience is worth the extra money.  Every other evening I mix about 40 ounces of formula at a time for our infant son, but these cans come in handy if I forget to do it or if we are on the road.  These cans are now an essential part of my diaper bag, because when you need formula immediately, waiting for someone to bring you a cup of water can be a challenge!",price amazon ready use can ounce can fluctuates cent per ounce little double would pay economical container powder enfamil formula approximately cent per reconstituted ounce sometimes convenience worth extra money every evening mix ounce formula time infant son can come handy forget road can essential part diaper bag need formula immediately waiting someone bring cup water challenge
3,Neutral,Not impressed,"There are many other teas, like these, on the market. The taste and effect weren't as good as others I have used.",many tea like market taste effect werent good others used
5,Positive,Earthy and comforting,"Its a really delicious earthy, herbal tea. Every cup makes me feel warm and comfy. I love it! his will definitely be a repeat order.",really delicious earthy herbal tea every cup make feel warm comfy love definitely repeat order
5,Positive,AMAZING PRODUCT!!,"We learned about this product from friends and loved it.  Later, we visited the Messina Hoff Winery in College Station/Bryan, Texas, where they used it during wine tasting and also sold them for $50 for the aerator and $55 for the tower that holds the aerator. We researched the product and although there are different ones out there that claim to serve the same purpose, the Venturi seems to be the best for the job, which is probably why the winery prefers it to make their wines taste even better. People were purchasing them frequently at the winery because they, too, were impressed with the improvement of the wine flavor after trying it with and without while tasting.  Getting the whole set for 1/2 that price with no tax and free s&h from Amazon made me love it even more.",learned product friend loved later visited messina hoff winery college stationbryan texas used wine tasting also sold aerator tower hold aerator researched product although different one claim serve purpose venturi seems best job probably winery prefers make wine taste even better people purchasing frequently winery impressed improvement wine flavor trying without tasting getting whole set price tax free sh amazon made love even
5,Positive,Awesome!,"I don't eat cereal very often, but I love peanut butter. I noticed these only had 9 grams of sugar (per serving) so I bought some to try. This is the best cereal I have ever tasted! LOVE IT! Please do NOT stop making it :)",dont eat cereal often love peanut butter noticed gram sugar per serving bought try best cereal ever tasted love please stop making
3,Neutral,Still not sure....,"I have been giving my dog this for several weeks as a treat and am not sure if she is really getting any juice or she just loves the smell. It is hard to tell if the ball is turning when she licks it or if it remains stationary. She always comes running when she sees me pull it out the pantry so I assume that she is still getting her 'treat'. I do like the size of the container, but wish that I could tell how much is remaining.",giving dog several week treat sure really getting juice love smell hard tell ball turning lick remains stationary always come running see pull pantry assume still getting treat like size container wish could tell much remaining
5,Positive,Great snack option,"I really love these puffs.. most importantly - i have picky eater and she loves them.  For my older five year old, I actually made my own trail mix. I added raisins and pretzels for a healthy snack!  I checked on the back and these are the only puffs that are low in sugar so that makes me feel better and they don't even notice!",really love puff importantly picky eater love older five year old actually made trail mix added raisin pretzel healthy snack checked back puff low sugar make feel better dont even notice
5,Positive,best ever snack or breakfast bars,"These bars taste good and have all the right things in them (like almonds and cranberries, etc) that let you know they are doing your body good.  These bars were better tasting than other snacks I have eaten.  They are packed with good stuff that help keep your blood sugar balanced (I am hypoglycemic with fibromyalgia and a few other mechanical issues) and your energy stays up there.  This may have me making it a major part of my daily regime. These bars keep actually full me up for a while too.  They come in a smaller size which I am going to get just to stick in my purse for those sugar drops that leave you shaking and dizzy!! and of course for fighting those hunger pangs between meals.",bar taste good right thing like almond cranberry etc let know body good bar better tasting snack eaten packed good stuff help keep blood sugar balanced hypoglycemic fibromyalgia mechanical issue energy stay may making major part daily regime bar keep actually full come smaller size going get stick purse sugar drop leave shaking dizzy course fighting hunger pang meal
4,Positive,For those cravings ...,"Very simple to prepare and very satisfying.  Strong lemongrass and ginger-like scent (guessing it's rhizome), but light on coconut flavor.  It's spicy, but not overwhelmingly so.  I also recommend adding more coconut milk in the preparation.<br /><br />The can says ""serves 2"", but it's a full meal for 1 served with rice noodles and toppings (veggies and/or meat).  It's perfect for those Thai noodle soup cravings!<br /><br />Ingredients as noted on the can: fish 40%, coconut milk 30%, red curry paste 10%, rhizome 10%, sugar 4%, salt 3%, spices 2%, msg 1%",simple prepare satisfying strong lemongrass gingerlike scent guessing rhizome light coconut flavor spicy overwhelmingly also recommend adding coconut milk preparationthe say serf full meal served rice noodle topping veggie andor meat perfect thai noodle soup cravingsingredients noted fish coconut milk red curry paste rhizome sugar salt spice msg
5,Positive,"YUM! If you want a snack, have something REALLY good!","I've found a new taste treat. I'm not a big one for potato chips, so I am sure I've come late to discover these. I think they are really good.  The processing & ingredients list is actually pretty good-no trans fats, etc. So, if you want an indulgence, these are A+ !  They are thicker & more tasty than the mass produced potato chips we've all come to know.  They are much more flavorful.  Never had a honey-dijon potato chip before. Incredibly good & a flavorful combination of sweet, tangy, salty. Also not overly hot or spicy. Excellent!<br /><br />If you want a snack, have something REALLY good. It's got to be worth the calories-and these are!",ive found new taste treat im big one potato chip sure ive come late discover think really good processing ingredient list actually pretty goodno trans fat etc want indulgence thicker tasty mass produced potato chip weve come know much flavorful never honeydijon potato chip incredibly good flavorful combination sweet tangy salty also overly hot spicy excellentif want snack something really good got worth caloriesand
5,Positive,Maybe not the healthiest snack....but sure tastes great!,"I am definitely a chocolate lover, and fond of granola as a cereal so thought I'd try a bag of this, even though it isn't necessarily meant as a cereal. I think it would be a bit hard to eat as a snack, as the granola is fairly crumbly and not in large chunks. The chocolate as well is separate from the granola so hard to just eat from the bag. As a cereal, it tastes amazing! I probably would have liked a little *less* chocolate just so I didn't feel so much like I was eating candy, but I can't fault the taste at all, it really had a great blend of granola crunch, a bit of sweetness, and that semi-sweet chocolate taste that blended perfectly. Definitely not something I would eat everyday, but for a mid-day snack with milk, I really loved it.",definitely chocolate lover fond granola cereal thought id try bag even though isnt necessarily meant cereal think would bit hard eat snack granola fairly crumbly large chunk chocolate well separate granola hard eat bag cereal taste amazing probably would liked little less chocolate didnt feel much like eating candy cant fault taste really great blend granola crunch bit sweetness semisweet chocolate taste blended perfectly definitely something would eat everyday midday snack milk really loved
3,Neutral,"Good, but they're not K-Cups","Contrary to the name of this item, ""Ghirardelli Premium Hot Cocoa K-Cups"", these are not K-Cups. They are just individual packages of hot cocoa, like any other kind of packages you could buy. The pictures and description do say packets, so hopefully the name will not be misleading for purchasers. I received one of these packages in the sampler pack of K-Cups that came with my Keurig. It was strange to have a packet of cocoa mix in there with all the K-Cups but I thought maybe there was something in particular that made them special for the Keurig. Nope.<br /><br />You just put the powder from the package into your mug and run hot water through your Keurig and stir it up. Basically, you use your Keurig just to heat up the water. The hot cocoa tastes good and everything, but there is nothing that makes it specially made for the Keurig (except the marketing line that says it is).<br /><br />They have some line about it being the right ""portion"" size somewhere on the box, but there is nothing special about that either. They're just regular everyday packets of (tasty) hot cocoa mix..",contrary name item ghirardelli premium hot cocoa kcups kcups individual package hot cocoa like kind package could buy picture description say packet hopefully name misleading purchaser received one package sampler pack kcups came keurig strange packet cocoa mix kcups thought maybe something particular made special keurig nopeyou put powder package mug run hot water keurig stir basically use keurig heat water hot cocoa taste good everything nothing make specially made keurig except marketing line say isthey line right portion size somewhere box nothing special either theyre regular everyday packet tasty hot cocoa mix
3,Neutral,misleading,This is not a negative against the product but against the way this product is listed. This is listed as  one of six in multiple places but then it is listed as 48oz also. What I received was one 48 oz bag. Just wanted to pass on what this is really.,negative product way product listed listed one six multiple place listed oz also received one oz bag wanted pas really
5,Positive,had made me love cranberries,"Ocean Spray Raspberry Cranberry lift, is (was) my favorite ""healthy"" drink of choice....till the local stores (here in san diego, ca) stopped selling them - which seems to be the case, with anything that tastes great, and can be good for you - here in san diego... :-(",ocean spray raspberry cranberry lift favorite healthy drink choicetill local store san diego ca stopped selling seems case anything taste great good san diego
5,Positive,Great Peanut Butter!,"This powdered peanut butter is even better than I expected it to be!!  I ordered it to add to my morning smoothies, and this product is even better than I thought it would be!  No bad things to say at all!  It tasted great, and I can't tell any difference from the regular, but It sure does make me happy to know that I am getting 85% less fat with each serving!",powdered peanut butter even better expected ordered add morning smoothy product even better thought would bad thing say tasted great cant tell difference regular sure make happy know getting less fat serving
1,Negative,Yuck!,My son really wanted these as he loves the other flavors. But They are DISGUSTING!!! Too much lime :(  So bummed I bought a case and can't return the unopened 23 we didn't touch and do not plan on touching.,son really wanted love flavor disgusting much lime bummed bought case cant return unopened didnt touch plan touching
5,Positive,Both Our Cats Loved These Treats,I love this company so was excited to try these new treats. Both our cats are 2 years old. These remind me of little hockey pucks. Easy to cut or break up. Each treat has 20 - 23 calories so I want to make sure to count that in with the calories they are getting for the day. I gave them each 1/4 of a chicken treat and they grabbed it off the plate to eat it. They loved it!  When I was getting ready to give them 1/4 more they were meowing for more and then purred while they were eating it. They were very happy. And so was I. These treats are  healthy for them  and that is important to me.,love company excited try new treat cat year old remind little hockey puck easy cut break treat calorie want make sure count calorie getting day gave chicken treat grabbed plate eat loved getting ready give meowing purred eating happy treat healthy important
5,Positive,So far VERY good,I have only been using this product for a week and haven't seen the health benefits yet (weight lost and lower cholesterol) but I love the taste and have been replacing 2 meals a day.,using product week havent seen health benefit yet weight lost lower cholesterol love taste replacing meal day
5,Positive,You'll be tickled with these pickles!,"I've looked high and low for the pickles I used to get out of the old-fashioned deli's barrel. The ONLY one that matches them is HEINZ GENUINE DILLS. Either the stores are boycotting Heinz, or Heinz does not make and/or market these fabulous pickles.  Go on AMAZON, type in Heinz Genuine Dills and you will find them, like I did.<br />You won't be able to live without them!",ive looked high low pickle used get oldfashioned deli barrel one match heinz genuine dill either store boycotting heinz heinz make andor market fabulous pickle go amazon type heinz genuine dill find like didyou wont able live without
5,Positive,Mustard Bath will make you sleepy,"Normally I assume that any bath product, other than epsom salt, which claims to be soothing and relaxing is just going to smell good and not be useful. The mustard bath exceeded my expecations. I tried it the day after a night of drinking, and after 15 minutes I had the urge to get out of the tub immediately and lie down. Took a 2 hour nap, and felt totally refreshed afterward. Definitely good for detox!",normally assume bath product epsom salt claim soothing relaxing going smell good useful mustard bath exceeded expecations tried day night drinking minute urge get tub immediately lie took hour nap felt totally refreshed afterward definitely good detox
1,Negative,arrived broken and leaking,because the shipper packed it in an ENVELOPE! instead of a box with a little bubble wrap. so I am out my 5.99 because I can't return it :(,shipper packed envelope instead box little bubble wrap cant return
2,Negative,Not as good as the other MoJo bars,"So I really love the mojo bars, they really hit the spot when you are not in the mood to make a lunch or need something light in the tummy.  I haven't tried them all but the ones that I have tried have been amazing.  I really love the trail mix, chocolate coconut almond, peanut butter pretzel, and the smores. My favorite being the peanut butter pretzel and I add chocolate chips with every bite lol  I wanted to like this one because I have had such success so far with the other mojo bars but this one was not a winner in my book.  I mean it is nutritious but really lacks in any sort of flavor.  It is niether sweet or salty and is just kind of bland.  The nuts dont even really give it much taste but do add a nice crunch.  You are getting protien and good fats but you can get that with other more flavorful bars.  If you are the type that likes something very simple with no flavor then this is ok, but try the other mojo bars that I recomended so you wont be turned off by sampling this one first.<br /><br />200 calories<br />12 grams of fat<br />8 grams of sugar<br />3 grams of fiber<br />8 grams of protien<br />190 mg of sodium<br /><br />Ingredients: Organic Brown Rice Syrup, Soy Rice Crisps (Soy Protein Isolate, Organic Rice Flour, Calcium Carbonate), Almonds, Organic Cashews, Organic Pecans, Organic Pretzels (Organic Wheat Flour, Salt, Organic Canola Oil, Organic Malt), Organic Macadamia Nut Butter, Organic Oat Syrup Solids, Hazelnuts, Vegetable Glycerin, Sea Salt, Organic Gum Arabic, Organic Sunflower Oil, Natural Vitamin E (antioxidant).",really love mojo bar really hit spot mood make lunch need something light tummy havent tried one tried amazing really love trail mix chocolate coconut almond peanut butter pretzel smores favorite peanut butter pretzel add chocolate chip every bite lol wanted like one success far mojo bar one winner book mean nutritious really lack sort flavor niether sweet salty kind bland nut dont even really give much taste add nice crunch getting protien good fat get flavorful bar type like something simple flavor ok try mojo bar recomended wont turned sampling one first calorie gram fat gram sugar gram fiber gram protien mg sodiumingredients organic brown rice syrup soy rice crisp soy protein isolate organic rice flour calcium carbonate almond organic cashew organic pecan organic pretzel organic wheat flour salt organic canola oil organic malt organic macadamia nut butter organic oat syrup solid hazelnut vegetable glycerin sea salt organic gum arabic organic sunflower oil natural vitamin e antioxidant
5,Positive,High Quality Moringa Tea - Lemon and Moringa works great!,Very good flavor.  Lots of Moringa benefits and soothing Lemon.  Feel healthy and relaxed after drinking this tea. I can do all my activities without getting tiredness.  I like the combination of Moringa and Lemon and tea in this...very nice.,good flavor lot moringa benefit soothing lemon feel healthy relaxed drinking tea activity without getting tiredness like combination moringa lemon tea thisvery nice
5,Positive,Chipaholic Solution,"For all you chipaholics like me who need<br />to munch but don't want the traditional<br />unhealthy corn or potato chips, Veggie<br />Crisps is the solution. They are sooo<br />delicious and quite addictive!",chipaholics like needto munch dont want traditionalunhealthy corn potato chip veggiecrisps solution sooodelicious quite addictive
5,Positive,sweet goodness!,This stem ginger is sweet with a kick!  great for munching and as a digestive aid.  Wonderful for cooking and as an interesting topping for ice cream.  Get some today....you'll be very glad you did!,stem ginger sweet kick great munching digestive aid wonderful cooking interesting topping ice cream get todayyoull glad
5,Positive,My absolute favorite!,"I've tried several different types of tea from Twining's and this is my favorite.  It's a great breakfast tea,(better than the English Breakfast Tea-not as strong), but it can be enjoyed all day long.  It's also great with a little milk.",ive tried several different type tea twinings favorite great breakfast teabetter english breakfast teanot strong enjoyed day long also great little milk
5,Positive,Great granola,"I eat this every single morning for breakfast wih berries. It's great, not too sweet and full of nuts and fruit. The best granola I've tried, and I've tried a lot.",eat every single morning breakfast wih berry great sweet full nut fruit best granola ive tried ive tried lot
5,Positive,Peanut Butter Madness,"When I give these treats to my dogs they get that happy/amazed look. They get that same look over banana bread, peanut butter cookies and cheese crackers. They must think it's part heaven/part genius to mix such foods together.<br /><br />The box is the same size as mikl bones.Cute gingerbread shaped treats - I guess the shapes are for my amusement since the dogs don't seem to notice.<br /><br />These treats have natural ingredients and the price is ok. I spend more on my fur-faces than myself, but it's worth it to see how happy they get over something like a peanut butter treat. ""Peanut Butter Madness"" is a good name for it.",give treat dog get happyamazed look get look banana bread peanut butter cooky cheese cracker must think part heavenpart genius mix food togetherthe box size mikl bonescute gingerbread shaped treat guess shape amusement since dog dont seem noticethese treat natural ingredient price ok spend furfaces worth see happy get something like peanut butter treat peanut butter madness good name
